Id;Label;Timestamp;Count;Time_count
14;product development process;<[2016,2019,2020,2021,2023,2012,2011,2010,2008,2007,2014,]>;13;<[2016,2][2019,1][2020,1][2021,1][2023,1][2012,2][2011,1][2010,1][2008,1][2007,1][2014,1]>
15;variant rule;<[2016,]>;1;<[2016,1]>
16;part usage;<[2016,]>;1;<[2016,1]>
17;heterogeneous data;<[2016,2021,2014,]>;3;<[2016,1][2021,1][2014,1]>
18;multidimensional data;<[2016,]>;1;<[2016,1]>
19;graph;<[2016,2018,2010,]>;4;<[2016,1][2018,2][2010,1]>
20;processing integration;<[2016,]>;1;<[2016,1]>
21;biomedical;<[2016,]>;1;<[2016,1]>
22;lean product development;<[2016,2009,2012,]>;6;<[2016,3][2009,1][2012,2]>
23;product development value stream mapping;<[2016,]>;1;<[2016,1]>
24;system engineering;<[2016,2017,2018,2021,2023,2005,2011,2012,2013,2007,2015,]>;16;<[2016,1][2017,1][2018,1][2021,2][2023,4][2005,1][2011,1][2012,2][2013,1][2007,1][2015,1]>
25;modular approach;<[2016,]>;1;<[2016,1]>
26;metallurgical equipment development;<[2016,]>;1;<[2016,1]>
27;knowledge management;<[2016,2017,2018,2019,2020,2021,2023,2013,2011,2007,2014,2009,2012,2010,2008,2005,2015,]>;47;<[2016,2][2017,1][2018,3][2019,4][2020,2][2021,3][2023,1][2013,9][2011,4][2007,4][2014,3][2009,2][2012,2][2010,1][2008,1][2005,1][2015,4]>
28;engineering education;<[2016,2018,2012,2015,]>;4;<[2016,1][2018,1][2012,1][2015,1]>
29;internal combustion engines;<[2016,]>;1;<[2016,1]>
30;machining;<[2016,2009,]>;2;<[2016,1][2009,1]>
31;cloud;<[2016,2017,2018,]>;5;<[2016,2][2017,1][2018,2]>
32;performance measurement;<[2016,2008,2014,2013,]>;5;<[2016,2][2008,1][2014,1][2013,1]>
33;fashion industry;<[2016,2017,2015,]>;3;<[2016,1][2017,1][2015,1]>
34;open application group integration specification;<[2016,]>;1;<[2016,1]>
35;product lifecycle support;<[2016,2006,2009,2005,]>;4;<[2016,1][2006,1][2009,1][2005,1]>
36;reference data library;<[2016,]>;1;<[2016,1]>
37;core components;<[2016,]>;1;<[2016,1]>
38;information modeling;<[2016,2011,2005,]>;3;<[2016,1][2011,1][2005,1]>
39;value definition;<[2016,]>;1;<[2016,1]>
40;industrial survey;<[2016,2019,]>;2;<[2016,1][2019,1]>
41;open questions;<[2016,]>;1;<[2016,1]>
42;smart manufacturing;<[2016,2017,2018,2019,2020,2021,]>;9;<[2016,1][2017,1][2018,2][2019,1][2020,2][2021,2]>
43;characteristics and technologies;<[2016,]>;1;<[2016,1]>
44;industry 4.0;<[2016,2017,2018,2019,2020,2021,2023,]>;50;<[2016,2][2017,5][2018,12][2019,11][2020,3][2021,10][2023,7]>
45;smart factory;<[2016,2020,]>;2;<[2016,1][2020,1]>
46;intelligent manufacturing;<[2016,2018,]>;2;<[2016,1][2018,1]>
47;core product model;<[2016,2007,]>;2;<[2016,1][2007,1]>
48;open assembly model;<[2016,2007,]>;2;<[2016,1][2007,1]>
49;mobile manipulator;<[2016,]>;1;<[2016,1]>
50;ASTM F45;<[2016,]>;1;<[2016,1]>
51;artifacts;<[2016,]>;1;<[2016,1]>
52;ground truth;<[2016,]>;1;<[2016,1]>
53;interoperability;<[2016,2017,2018,2019,2020,2021,2023,2006,2010,2008,2011,2013,2009,2005,2007,2014,2012,2015,]>;34;<[2016,3][2017,3][2018,1][2019,1][2020,3][2021,1][2023,1][2006,2][2010,2][2008,2][2011,1][2013,3][2009,2][2005,4][2007,2][2014,1][2012,1][2015,1]>
54;modularity;<[2016,2019,]>;2;<[2016,1][2019,1]>
55;production capabilities;<[2016,]>;1;<[2016,1]>
56;safety engineering;<[2016,]>;1;<[2016,1]>
57;integrated design;<[2016,2010,]>;2;<[2016,1][2010,1]>
58;collaborative engineering;<[2016,2017,2018,2010,2012,2007,2009,2005,2013,]>;13;<[2016,1][2017,1][2018,2][2010,3][2012,1][2007,1][2009,1][2005,2][2013,1]>
59;industrial internet;<[2016,2017,2018,]>;3;<[2016,1][2017,1][2018,1]>
60;platform;<[2016,2017,2018,2019,2021,2023,]>;6;<[2016,1][2017,1][2018,1][2019,1][2021,1][2023,1]>
61;product lifecycle management challenges;<[2016,]>;1;<[2016,1]>
62;variant design;<[2016,]>;1;<[2016,1]>
63;liaison;<[2016,2009,]>;2;<[2016,1][2009,1]>
64;ontology;<[2016,2017,2018,2020,2021,2023,2006,2012,2014,2010,2007,2011,2013,2009,2005,2008,2015,]>;43;<[2016,2][2017,3][2018,6][2020,3][2021,3][2023,2][2006,1][2012,4][2014,1][2010,1][2007,4][2011,2][2013,2][2009,2][2005,3][2008,2][2015,2]>
65;knowledge based framework;<[2016,]>;1;<[2016,1]>
66;data analytics;<[2016,2017,2020,2021,2015,]>;7;<[2016,3][2017,1][2020,1][2021,1][2015,1]>
67;meta model;<[2016,2021,2015,]>;3;<[2016,1][2021,1][2015,1]>
68;neural network;<[2016,2021,]>;2;<[2016,1][2021,1]>
69;manufacturing process;<[2016,]>;1;<[2016,1]>
70;predictive modeling;<[2016,]>;1;<[2016,1]>
71;internet of things;<[2016,2017,2018,2019,2020,2021,2023,2012,2015,]>;25;<[2016,5][2017,5][2018,4][2019,2][2020,2][2021,2][2023,1][2012,1][2015,3]>
72;product lifecycle management process;<[2016,2010,]>;2;<[2016,1][2010,1]>
73;smart connected product;<[2016,2021,]>;2;<[2016,1][2021,1]>
74;multi party interaction;<[2016,]>;1;<[2016,1]>
75;visioneering workshop facilitation;<[2016,]>;1;<[2016,1]>
76;manufacturing execution system;<[2016,2017,2020,2021,2010,2015,]>;7;<[2016,1][2017,1][2020,1][2021,1][2010,1][2015,2]>
77;lean manufacturing;<[2016,2017,2018,]>;3;<[2016,1][2017,1][2018,1]>
78;information tools;<[2016,]>;1;<[2016,1]>
79;big data;<[2016,2018,2015,]>;5;<[2016,3][2018,1][2015,1]>
80;enterprise collaboration;<[2016,]>;1;<[2016,1]>
81;opportunity analysis;<[2016,]>;1;<[2016,1]>
82;capability evaluation;<[2016,]>;1;<[2016,1]>
83;data asset;<[2016,]>;1;<[2016,1]>
84;closed loop product lifecycle;<[2016,]>;1;<[2016,1]>
85;CRISP-DM;<[2016,]>;1;<[2016,1]>
86;product usage data;<[2016,2007,]>;2;<[2016,1][2007,1]>
87;standardization;<[2016,2017,]>;2;<[2016,1][2017,1]>
88;integrated product development process;<[2016,]>;1;<[2016,1]>
89;transdisciplinary engineering;<[2016,]>;1;<[2016,1]>
90;semantic interoperability;<[2016,2017,2018,2019,2008,2009,2005,]>;11;<[2016,2][2017,2][2018,2][2019,2][2008,1][2009,1][2005,1]>
91;formal model;<[2016,2018,]>;2;<[2016,1][2018,1]>
92;model driven ontology;<[2016,]>;1;<[2016,1]>
93;product lifecycle management concept;<[2016,]>;1;<[2016,1]>
94;progressive user centred approach;<[2016,]>;1;<[2016,1]>
95;collaborative design process;<[2016,]>;1;<[2016,1]>
96;process mining;<[2016,2017,2020,]>;3;<[2016,1][2017,1][2020,1]>
97;supervised classification;<[2016,]>;1;<[2016,1]>
98;process patterns;<[2016,2017,2018,]>;3;<[2016,1][2017,1][2018,1]>
99;decision making;<[2016,2017,2018,2009,2011,2007,2005,2013,]>;8;<[2016,1][2017,1][2018,1][2009,1][2011,1][2007,1][2005,1][2013,1]>
100;knowledge based engineering;<[2016,2018,2023,2011,2005,2008,2007,2013,2015,]>;16;<[2016,3][2018,1][2023,3][2011,2][2005,3][2008,1][2007,1][2013,1][2015,1]>
101;complex system;<[2016,2017,]>;2;<[2016,1][2017,1]>
102;interface model;<[2016,]>;1;<[2016,1]>
103;multidisciplinary integration;<[2016,2015,]>;2;<[2016,1][2015,1]>
104;multidisciplinary design methodology;<[2016,]>;1;<[2016,1]>
105;agile;<[2016,2015,]>;2;<[2016,1][2015,1]>
106;project planning;<[2016,2007,]>;2;<[2016,1][2007,1]>
107;problem definition;<[2016,]>;1;<[2016,1]>
108;idea generation;<[2016,]>;1;<[2016,1]>
109;big data analytics;<[2016,]>;1;<[2016,1]>
110;innovation;<[2016,2018,2021,2023,2006,2007,2005,2012,2014,2011,2008,2013,]>;16;<[2016,1][2018,1][2021,2][2023,1][2006,2][2007,3][2005,1][2012,1][2014,1][2011,1][2008,1][2013,1]>
111;small and medium sized enterprise;<[2016,2017,2018,2019,2020,2021,2007,2006,2009,2015,]>;18;<[2016,2][2017,2][2018,3][2019,2][2020,3][2021,1][2007,2][2006,1][2009,1][2015,1]>
112;intralogistics systems;<[2016,]>;1;<[2016,1]>
113;cost effectiveness;<[2016,]>;1;<[2016,1]>
114;planning;<[2016,2005,]>;2;<[2016,1][2005,1]>
115;non availability;<[2016,]>;1;<[2016,1]>
116;investment decision;<[2016,]>;1;<[2016,1]>
117;reverse engineering;<[2016,2023,2013,2009,2010,2015,]>;6;<[2016,1][2023,1][2013,1][2009,1][2010,1][2015,1]>
118;data science;<[2016,]>;1;<[2016,1]>
119;machine learning;<[2016,2018,2019,2020,2021,2023,]>;14;<[2016,1][2018,2][2019,1][2020,3][2021,2][2023,5]>
120;deep learning;<[2016,2023,]>;2;<[2016,1][2023,1]>
121;computer vision;<[2016,2018,2019,2020,2023,]>;5;<[2016,1][2018,1][2019,1][2020,1][2023,1]>
122;automatic synthesis;<[2016,]>;1;<[2016,1]>
123;assembly feature;<[2016,]>;1;<[2016,1]>
124;assembly model;<[2016,2007,]>;2;<[2016,1][2007,1]>
125;automatic identification system;<[2016,]>;1;<[2016,1]>
126;middle of life;<[2016,2012,2014,]>;4;<[2016,1][2012,2][2014,1]>
127;marine industry;<[2016,]>;1;<[2016,1]>
128;closed loop product lifecycle management;<[2016,2017,2018,2019,2013,2012,2007,]>;10;<[2016,1][2017,2][2018,2][2019,1][2013,2][2012,1][2007,1]>
129;social network;<[2016,2012,]>;2;<[2016,1][2012,1]>
130;social internet of things;<[2016,]>;1;<[2016,1]>
131;virtual twin;<[2016,2017,2018,]>;3;<[2016,1][2017,1][2018,1]>
132;smart product;<[2016,2017,2018,2020,2021,2023,2015,]>;7;<[2016,1][2017,1][2018,1][2020,1][2021,1][2023,1][2015,1]>
133;return on investment;<[2016,2010,]>;2;<[2016,1][2010,1]>
134;value;<[2016,2005,2010,2009,]>;4;<[2016,1][2005,1][2010,1][2009,1]>
135;grounded theory;<[2016,]>;1;<[2016,1]>
136;simulation data management ;<[2016,]>;1;<[2016,1]>
137;design of experiment;<[2016,]>;1;<[2016,1]>
138;traceability;<[2016,2017,2020,2021,2023,2011,2014,2005,2013,2015,]>;13;<[2016,2][2017,1][2020,1][2021,2][2023,1][2011,1][2014,2][2005,1][2013,1][2015,1]>
139;service lifecycle management;<[2016,2012,2015,]>;3;<[2016,1][2012,1][2015,1]>
140;closed loop lifecycle management;<[2016,]>;1;<[2016,1]>
141;system of systems;<[2016,2017,2021,2023,2015,]>;5;<[2016,1][2017,1][2021,1][2023,1][2015,1]>
142;smart city;<[2016,2018,2015,]>;3;<[2016,1][2018,1][2015,1]>
143;product structure;<[2016,2018,2012,2010,2008,2009,]>;7;<[2016,1][2018,1][2012,2][2010,1][2008,1][2009,1]>
144;bill of materials;<[2016,2023,2012,2014,]>;5;<[2016,2][2023,1][2012,1][2014,1]>
145;construction;<[2016,]>;1;<[2016,1]>
146;modular;<[2016,]>;1;<[2016,1]>
147;supplier selection;<[2016,2021,]>;2;<[2016,1][2021,1]>
148;frugal innovation;<[2016,]>;1;<[2016,1]>
149;bibliometric analysis;<[2016,]>;1;<[2016,1]>
150;review;<[2016,2017,]>;2;<[2016,1][2017,1]>
151;mapping study;<[2016,]>;1;<[2016,1]>
152;trend;<[2016,2017,]>;2;<[2016,1][2017,1]>
153;overview;<[2016,]>;1;<[2016,1]>
154;collaboration;<[2016,2020,2023,2006,2005,2014,2010,2009,2011,2013,2008,]>;14;<[2016,1][2020,1][2023,1][2006,2][2005,1][2014,1][2010,1][2009,2][2011,2][2013,1][2008,1]>
155;dynamic manufacturing network;<[2016,]>;1;<[2016,1]>
156;mediator;<[2016,]>;1;<[2016,1]>
157;standard;<[2016,2019,2021,2006,2005,2013,2012,]>;9;<[2016,1][2019,1][2021,1][2006,1][2005,3][2013,1][2012,1]>
158;multi level approach;<[2016,]>;1;<[2016,1]>
159;supply chain;<[2016,2017,2021,2007,2010,2013,2014,2012,2008,]>;14;<[2016,1][2017,1][2021,3][2007,2][2010,2][2013,2][2014,1][2012,1][2008,1]>
160;inventory control;<[2016,2017,]>;2;<[2016,1][2017,1]>
161;error generation;<[2016,]>;1;<[2016,1]>
162;inventory record inaccuracy;<[2016,]>;1;<[2016,1]>
163;system dynamic;<[2016,2023,]>;2;<[2016,1][2023,1]>
164;new product development;<[2016,2017,2018,2021,2023,2014,2011,2010,2013,2009,2007,2015,]>;18;<[2016,1][2017,1][2018,2][2021,1][2023,1][2014,3][2011,2][2010,1][2013,1][2009,3][2007,1][2015,1]>
165;food industry;<[2016,2017,2021,]>;4;<[2016,1][2017,2][2021,1]>
166;new food development;<[2016,2017,2018,]>;3;<[2016,1][2017,1][2018,1]>
167;product lifecycle management for the food industry;<[2016,2017,]>;2;<[2016,1][2017,1]>
168;cyber manufacturing system;<[2016,]>;1;<[2016,1]>
169;cloud manufacturing;<[2016,]>;1;<[2016,1]>
170;cyber physical system;<[2016,2018,2019,2020,2021,2023,2015,]>;7;<[2016,1][2018,1][2019,1][2020,1][2021,1][2023,1][2015,1]>
171;modeling and simulation;<[2016,2017,]>;2;<[2016,1][2017,1]>
172;railway wheel profile;<[2016,]>;1;<[2016,1]>
173;computer numerical control lathe remanufacturing;<[2016,]>;1;<[2016,1]>
174;rolling surface reshaping;<[2016,]>;1;<[2016,1]>
175;wheelset;<[2016,]>;1;<[2016,1]>
176;design automation;<[2016,2017,2023,]>;3;<[2016,1][2017,1][2023,1]>
177;knowledge reuse;<[2016,2017,2020,2021,2023,2012,2015,]>;8;<[2016,1][2017,2][2020,1][2021,1][2023,1][2012,1][2015,1]>
178;design intent;<[2016,2018,2019,2014,2015,]>;6;<[2016,1][2018,2][2019,1][2014,1][2015,1]>
179;design rationale;<[2016,2009,2015,]>;4;<[2016,1][2009,1][2015,2]>
180;mechatronic design process;<[2016,]>;1;<[2016,1]>
181;engineering parameter management;<[2016,]>;1;<[2016,1]>
182;parameter database;<[2016,]>;1;<[2016,1]>
183;data exchange process;<[2016,]>;1;<[2016,1]>
184;model management;<[2016,]>;1;<[2016,1]>
185;geographical information system;<[2016,2021,2010,2014,]>;4;<[2016,1][2021,1][2010,1][2014,1]>
186;lifecycle assessment;<[2016,2020,2023,2006,2013,2008,2010,2007,2005,2009,2011,2014,2015,]>;19;<[2016,1][2020,1][2023,2][2006,1][2013,1][2008,1][2010,1][2007,3][2005,1][2009,1][2011,1][2014,2][2015,3]>
187;regionalization;<[2016,]>;1;<[2016,1]>
188;spatio temporal network;<[2016,]>;1;<[2016,1]>
189;product lifecycle mapping;<[2016,]>;1;<[2016,1]>
190;global manufacturing;<[2016,]>;1;<[2016,1]>
191;handle of elevator design;<[2016,]>;1;<[2016,1]>
192;finite element analysis;<[2016,2018,2023,]>;3;<[2016,1][2018,1][2023,1]>
193;stereolithography process;<[2016,]>;1;<[2016,1]>
194;attenuated total reflection spectrum;<[2016,]>;1;<[2016,1]>
195;natural language text;<[2016,2015,]>;2;<[2016,1][2015,1]>
196;issues in assembly;<[2016,]>;1;<[2016,1]>
197;sentiment analysis;<[2016,2015,]>;2;<[2016,1][2015,1]>
198;design management;<[2016,]>;1;<[2016,1]>
199;diverse members;<[2016,]>;1;<[2016,1]>
200;scope coordination;<[2016,]>;1;<[2016,1]>
201;lazy evaluation;<[2016,]>;1;<[2016,1]>
202;SATISFICING;<[2016,]>;1;<[2016,1]>
203;aircraft ontology;<[2016,]>;1;<[2016,1]>
204;A320 aircraft;<[2016,]>;1;<[2016,1]>
205;parts of speech tagging;<[2016,]>;1;<[2016,1]>
206;building lifecycle management;<[2016,2017,2018,]>;4;<[2016,1][2017,2][2018,1]>
207;quality function deployment;<[2016,2006,2005,2009,]>;4;<[2016,1][2006,1][2005,1][2009,1]>
208;product supply chain;<[2016,]>;1;<[2016,1]>
209;global traceability;<[2016,]>;1;<[2016,1]>
210;modeling;<[2016,2023,2013,]>;3;<[2016,1][2023,1][2013,1]>
211;software as a service;<[2017,2015,]>;2;<[2017,1][2015,1]>
212;data model;<[2017,2023,2014,2015,]>;4;<[2017,1][2023,1][2014,1][2015,1]>
213;reconfiguration;<[2017,2018,2023,]>;3;<[2017,1][2018,1][2023,1]>
214;automated compliance audit processes;<[2017,]>;1;<[2017,1]>
215;computable legal knowledge;<[2017,]>;1;<[2017,1]>
216;building information modeling;<[2017,2018,2023,2014,2013,2010,2009,2015,]>;21;<[2017,3][2018,3][2023,1][2014,5][2013,5][2010,1][2009,1][2015,2]>
217;sensor data;<[2017,]>;1;<[2017,1]>
218;field data;<[2017,]>;1;<[2017,1]>
219;assembly retrieval;<[2017,]>;1;<[2017,1]>
220;shape matching;<[2017,2013,]>;2;<[2017,1][2013,1]>
221;information visualization;<[2017,2014,]>;2;<[2017,1][2014,1]>
222;SYSML;<[2017,2020,2023,2014,2009,2007,]>;8;<[2017,2][2020,1][2023,1][2014,1][2009,2][2007,1]>
223;empty space modelling;<[2017,]>;1;<[2017,1]>
224;spatial conflict;<[2017,2019,]>;2;<[2017,1][2019,1]>
225;education;<[2017,2018,2021,2023,2005,2014,2007,]>;8;<[2017,2][2018,1][2021,1][2023,1][2005,1][2014,1][2007,1]>
226;survey;<[2017,2009,]>;2;<[2017,1][2009,1]>
227;context;<[2017,]>;1;<[2017,1]>
228;knowledge acquisition;<[2017,2014,]>;3;<[2017,2][2014,1]>
229;assembly situation;<[2017,]>;1;<[2017,1]>
230;assemblability factors;<[2017,]>;1;<[2017,1]>
231;modular design;<[2017,2020,2021,2011,]>;4;<[2017,1][2020,1][2021,1][2011,1]>
232;product configuration;<[2017,2020,2021,2023,2008,2007,]>;7;<[2017,1][2020,1][2021,1][2023,1][2008,1][2007,2]>
233;module independence;<[2017,2020,]>;2;<[2017,1][2020,1]>
234;product lifecycle management for food and fashion;<[2017,]>;1;<[2017,1]>
235;food and fashion;<[2017,]>;1;<[2017,1]>
236;technology integration;<[2017,]>;1;<[2017,1]>
237;design process;<[2017,2005,2008,2011,2010,2015,]>;8;<[2017,1][2005,1][2008,1][2011,1][2010,1][2015,3]>
238;manufacturing design;<[2017,]>;1;<[2017,1]>
239;medical device development;<[2017,]>;1;<[2017,1]>
240;workshop facilitation;<[2017,2018,2019,]>;3;<[2017,1][2018,1][2019,1]>
241;industry university collaboration;<[2017,]>;1;<[2017,1]>
242;design thinking;<[2017,2018,]>;2;<[2017,1][2018,1]>
243;educational and training approach;<[2017,]>;1;<[2017,1]>
244;product lifecycle management customizing;<[2017,2018,]>;2;<[2017,1][2018,1]>
245;customizing process;<[2017,]>;1;<[2017,1]>
246;product lifecycle management in industry;<[2017,]>;1;<[2017,1]>
247;petri net;<[2017,]>;1;<[2017,1]>
248;product lifecycle management system;<[2017,2019,2006,2012,2005,2007,2013,2010,]>;12;<[2017,2][2019,1][2006,1][2012,2][2005,2][2007,1][2013,2][2010,1]>
249;knowledge modeling;<[2017,]>;1;<[2017,1]>
250;collaborative lifecycle management;<[2017,]>;1;<[2017,1]>
251;modular architecture;<[2017,]>;1;<[2017,1]>
252;product feature;<[2017,]>;1;<[2017,1]>
253;internet of everything;<[2017,2018,]>;3;<[2017,2][2018,1]>
254;digital economy;<[2017,]>;1;<[2017,1]>
255;internet of everything platform;<[2017,]>;1;<[2017,1]>
256;high performance computing;<[2017,]>;1;<[2017,1]>
257;product usage information;<[2017,2019,]>;2;<[2017,1][2019,1]>
258;hydro dynamic simulations;<[2017,]>;1;<[2017,1]>
259;cultural heritage;<[2017,2013,]>;2;<[2017,1][2013,1]>
260;3D modeling;<[2017,2019,]>;2;<[2017,1][2019,1]>
261;semantic enrichment;<[2017,]>;1;<[2017,1]>
262;digital preservation;<[2017,]>;1;<[2017,1]>
263;CEPROQHA project;<[2017,]>;1;<[2017,1]>
264;LEGO;<[2017,]>;1;<[2017,1]>
265;Arduino;<[2017,]>;1;<[2017,1]>
266;integration;<[2017,2020,2021,2023,2008,2010,2007,]>;11;<[2017,1][2020,1][2021,1][2023,1][2008,3][2010,2][2007,2]>
267;digital twin;<[2017,2018,2019,2020,2021,2023,]>;21;<[2017,1][2018,4][2019,4][2020,5][2021,2][2023,5]>
268;elaboration model;<[2017,]>;1;<[2017,1]>
269;information and communication adoption;<[2017,]>;1;<[2017,1]>
270;data analysis;<[2017,2018,2023,]>;3;<[2017,1][2018,1][2023,1]>
271;smart assembly;<[2017,]>;1;<[2017,1]>
272;smart component;<[2017,]>;1;<[2017,1]>
273;sustainable design;<[2017,]>;1;<[2017,1]>
274;ecodesign;<[2017,2006,2011,2009,2014,2013,]>;7;<[2017,1][2006,1][2011,1][2009,1][2014,2][2013,1]>
275;environmental lifecycle assessment;<[2017,]>;1;<[2017,1]>
276;ECLCA;<[2017,]>;1;<[2017,1]>
277;social lifecycle assessment;<[2017,2015,]>;2;<[2017,1][2015,1]>
278;fuzzy analytic network process;<[2017,]>;1;<[2017,1]>
279;NFD process performances;<[2017,]>;1;<[2017,1]>
280;railway infrastructure;<[2017,]>;1;<[2017,1]>
281;RAILTOPOMODEL;<[2017,]>;1;<[2017,1]>
282;RAILML;<[2017,]>;1;<[2017,1]>
283;product and process maturity;<[2017,]>;1;<[2017,1]>
284;industrial digital mockup;<[2017,2018,2013,]>;6;<[2017,3][2018,1][2013,2]>
285;digital manufacturing;<[2017,2018,2006,2011,]>;4;<[2017,1][2018,1][2006,1][2011,1]>
286;digital factory;<[2017,2014,2011,2015,]>;4;<[2017,1][2014,1][2011,1][2015,1]>
287;benevolent production system;<[2017,]>;1;<[2017,1]>
288;benevolent system;<[2017,]>;1;<[2017,1]>
289;true lean;<[2017,2019,]>;2;<[2017,1][2019,1]>
290;lean thinking;<[2017,2021,2009,]>;4;<[2017,2][2021,1][2009,1]>
291;TOYOTA production system;<[2017,2019,]>;2;<[2017,1][2019,1]>
292;sustainable manufacturing;<[2017,2019,2020,2023,2012,]>;5;<[2017,1][2019,1][2020,1][2023,1][2012,1]>
293;6R concept;<[2017,]>;1;<[2017,1]>
294;lifecycle;<[2017,2018,2020,2006,2007,2010,2014,2009,2013,2015,]>;15;<[2017,2][2018,1][2020,2][2006,2][2007,2][2010,2][2014,1][2009,1][2013,1][2015,1]>
295;decision mining;<[2017,2011,]>;2;<[2017,1][2011,1]>
296;business process;<[2017,2018,2021,2014,2005,2011,2008,2010,2012,]>;10;<[2017,1][2018,2][2021,1][2014,1][2005,1][2011,1][2008,1][2010,1][2012,1]>
297;collaborative design;<[2017,2018,2006,2005,2008,2010,2009,2007,2015,]>;15;<[2017,1][2018,1][2006,3][2005,2][2008,2][2010,1][2009,1][2007,2][2015,2]>
298;additive manufacturing;<[2017,2018,2020,2021,2023,2015,]>;10;<[2017,1][2018,3][2020,1][2021,1][2023,1][2015,3]>
299;manufacturing;<[2017,2021,2009,2010,2015,]>;9;<[2017,1][2021,4][2009,1][2010,2][2015,1]>
300;product lifecycle management tool;<[2017,2018,2010,2013,]>;4;<[2017,1][2018,1][2010,1][2013,1]>
301;model based definition;<[2017,2020,2021,2012,2009,]>;7;<[2017,1][2020,2][2021,2][2012,1][2009,1]>
302;case based reasoning;<[2017,2010,]>;3;<[2017,2][2010,1]>
303;semantic search;<[2017,]>;1;<[2017,1]>
304;machining part;<[2017,]>;1;<[2017,1]>
305;cost estimation;<[2017,2021,]>;3;<[2017,1][2021,2]>
306;case study mapping;<[2017,]>;1;<[2017,1]>
307;project experience;<[2017,]>;1;<[2017,1]>
308;organizational change;<[2017,]>;1;<[2017,1]>
309;tool complexity;<[2017,]>;1;<[2017,1]>
310;digital era;<[2017,]>;1;<[2017,1]>
311;productivity;<[2017,2023,2014,]>;3;<[2017,1][2023,1][2014,1]>
312;lean 4.0;<[2017,]>;1;<[2017,1]>
313;mass customization;<[2017,2018,2020,2006,2013,2010,2015,]>;10;<[2017,2][2018,1][2020,1][2006,1][2013,3][2010,1][2015,1]>
314;modularization;<[2017,2012,]>;3;<[2017,2][2012,1]>
315;product configurator;<[2017,]>;2;<[2017,2]>
316;Flexible best fit;<[2017,]>;1;<[2017,1]>
317;assembly simulation;<[2017,]>;1;<[2017,1]>
318;flexible assembly;<[2017,]>;1;<[2017,1]>
319;tolerancing;<[2017,]>;1;<[2017,1]>
320;enterprise architecture;<[2017,2020,2013,]>;4;<[2017,1][2020,2][2013,1]>
321;model based system engineering;<[2017,2018,2021,2023,2014,2012,2009,2015,]>;14;<[2017,1][2018,4][2021,2][2023,2][2014,1][2012,2][2009,1][2015,1]>
322;ArchiMate;<[2017,2020,]>;2;<[2017,1][2020,1]>
323;configuration management;<[2017,2021,2013,2006,2011,2014,]>;7;<[2017,1][2021,1][2013,2][2006,1][2011,1][2014,1]>
324;formal definition;<[2017,]>;1;<[2017,1]>
325;transformation;<[2017,]>;1;<[2017,1]>
326;evolving product;<[2017,]>;1;<[2017,1]>
327;skeleton based design;<[2017,]>;1;<[2017,1]>
328;cybertronic systems;<[2017,]>;1;<[2017,1]>
329;system design;<[2017,2008,]>;2;<[2017,1][2008,1]>
330;system lifecycle management;<[2017,2021,2014,]>;3;<[2017,1][2021,1][2014,1]>
331;assembly;<[2017,2005,]>;2;<[2017,1][2005,1]>
332;supply chain management new product development alignment;<[2017,]>;1;<[2017,1]>
333;impact;<[2017,2012,]>;2;<[2017,1][2012,1]>
